kind,etag,content_details_video_id,content_details_video_published_at,response_kind,response_etag,items_kind,items_etag,id,published_at,channel_id,title,description,thumbnails_default_url,thumbnails_default_width,thumbnails_default_height,thumbnails_medium_url,thumbnails_medium_width,thumbnails_medium_height,thumbnails_high_url,thumbnails_high_width,thumbnails_high_height,thumbnails_standard_url,thumbnails_standard_width,thumbnails_standard_height,thumbnails_maxres_url,thumbnails_maxres_width,thumbnails_maxres_height,channel_title,category_id,live_broadcast_content,localized_title,localized_description,status_upload_status,status_privacy_status,status_license,status_embeddable,status_public_stats_viewable,status_made_for_kids,statistics_view_count,statistics_like_count,statistics_dislike_count,statistics_favorite_count,statistics_comment_count,page_info_total_results,page_info_results_per_page,default_audio_language,default_language
youtube#playlistItem,16Td6gUxFmpaTPUiwCdW2D9rM94,H_54xfjP7HY,2020-10-14T10:36:50Z,youtube#videoListResponse,NnVsRfqiaq4owXfrq1LEpa6C0Jg,youtube#video,TQx980V0FCdLSug-dNrY92Iktcw,H_54xfjP7HY,2020-10-14T10:36:50Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 14.10.2020","US-Wahlen, 
Risikoland Schweiz, 
Wikinger.

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/H_54xfjP7HY/default.jpg,120,90,https://i.ytimg.com/vi/H_54xfjP7HY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/H_54xfjP7HY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/H_54xfjP7HY/sddefault.jpg,640,480,https://i.ytimg.com/vi/H_54xfjP7HY/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 14.10.2020","US-Wahlen, 
Risikoland Schweiz, 
Wikinger.

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,5517,285,8,0,54,1,1,"",""
youtube#playlistItem,dN9fLaLPEpvkirsqEbW_EaU6rAw,TVKVP2qGGOs,2020-10-13T10:44:15Z,youtube#videoListResponse,NQX7d90A0kvPR-FQawSwY07PMso,youtube#video,Z-pLTX5uYzKKEREVc4eirmZLDPk,TVKVP2qGGOs,2020-10-13T10:44:15Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 13.10.2020","Pence demontiert Harris, 
Corona-Schweiz, 
Respekt für Rima und Co, 
Balzaretti geopfert., 
Federer oder Nadal?

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/TVKVP2qGGOs/default.jpg,120,90,https://i.ytimg.com/vi/TVKVP2qGGOs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TVKVP2qGGOs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/TVKVP2qGGOs/sddefault.jpg,640,480,https://i.ytimg.com/vi/TVKVP2qGGOs/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 13.10.2020","Pence demontiert Harris, 
Corona-Schweiz, 
Respekt für Rima und Co, 
Balzaretti geopfert., 
Federer oder Nadal?

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,6661,374,20,0,170,1,1,"",""
youtube#playlistItem,y9qFp_XXecZGcDwvvfb0q0F2Vzw,i3M9-wEUirs,2020-10-12T14:30:49Z,youtube#videoListResponse,S0wVkjQ5XAlxi6lnCVpHAe3pz_Q,youtube#video,db7xIDtvKAt4V04ZA-rXEqCvt5M,i3M9-wEUirs,2020-10-12T14:30:49Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 12.10.2020","Corona-News, 
Balzaretti, 
Operation Libero. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/i3M9-wEUirs/default.jpg,120,90,https://i.ytimg.com/vi/i3M9-wEUirs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/i3M9-wEUirs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/i3M9-wEUirs/sddefault.jpg,640,480,https://i.ytimg.com/vi/i3M9-wEUirs/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 12.10.2020","Corona-News, 
Balzaretti, 
Operation Libero. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,6089,357,22,0,96,1,1,"",""
youtube#playlistItem,WpcZ7ezZC8sVY7AIchHveYDbN9I,-PCcMnm7Tn0,2020-10-01T10:26:26Z,youtube#videoListResponse,vv7GHRa-wVhwYelTNDAOPAFtvGs,youtube#video,5ONe0H3BvEUGqafk9CdDAA1psic,-PCcMnm7Tn0,2020-10-01T10:26:26Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 01.10.2020","Konzernverantwortung, 
Britzerland, 
Trump vs. Biden, 
Rechtsstaat und EU, 
alle gegen Roland Tichy. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/-PCcMnm7Tn0/default.jpg,120,90,https://i.ytimg.com/vi/-PCcMnm7Tn0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-PCcMnm7Tn0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-PCcMnm7Tn0/sddefault.jpg,640,480,https://i.ytimg.com/vi/-PCcMnm7Tn0/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 01.10.2020","Konzernverantwortung, 
Britzerland, 
Trump vs. Biden, 
Rechtsstaat und EU, 
alle gegen Roland Tichy. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,8169,402,11,0,85,1,1,"",""
youtube#playlistItem,QiQ0jVlUN4UNImtMXgo55pW-vyM,WJ-fQ5UbKMw,2020-09-30T12:23:30Z,youtube#videoListResponse,LihM60G2HIYjsebvWf1QpbWWwHE,youtube#video,1Csz79KUgIFJQrPno40sYOujxj8,WJ-fQ5UbKMw,2020-09-30T12:23:30Z,UCq-b0dwW97YRZWgSCikWQRA,Weltwoche Daily 30.09.2020,"Die Debatte, 
SRG mit Sparhammer, 
Turbulenzen bei der Swiss, 
Aargau und Klima, 
Martina Hingis.

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/WJ-fQ5UbKMw/default.jpg,120,90,https://i.ytimg.com/vi/WJ-fQ5UbKMw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/WJ-fQ5UbKMw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/WJ-fQ5UbKMw/sddefault.jpg,640,480,https://i.ytimg.com/vi/WJ-fQ5UbKMw/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,Weltwoche Daily 30.09.2020,"Die Debatte, 
SRG mit Sparhammer, 
Turbulenzen bei der Swiss, 
Aargau und Klima, 
Martina Hingis.

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,5906,320,6,0,35,1,1,"",""
youtube#playlistItem,aXod99MDaRXbgAWpNPeIVdltw4w,w01yN5FTYQ4,2020-09-29T13:15:22Z,youtube#videoListResponse,qIyYubaDzPecN890hOakldxRK0M,youtube#video,8ABgY5MIqYxWbmx0H_3d2B6pLLA,w01yN5FTYQ4,2020-09-29T13:15:22Z,UCq-b0dwW97YRZWgSCikWQRA,Weltwoche Daily 29.09.2020,"Gerhard Pfister
Wölfe
Klaus Schwab
Trump und Biden
Moria. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/w01yN5FTYQ4/default.jpg,120,90,https://i.ytimg.com/vi/w01yN5FTYQ4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/w01yN5FTYQ4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/w01yN5FTYQ4/sddefault.jpg,640,480,https://i.ytimg.com/vi/w01yN5FTYQ4/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,Weltwoche Daily 29.09.2020,"Gerhard Pfister
Wölfe
Klaus Schwab
Trump und Biden
Moria. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,6417,346,13,0,71,1,1,"",""
youtube#playlistItem,kO1x37u5jdWqk_Db5jywofaYqO8,29FdYmGOJ6I,2020-09-28T08:55:46Z,youtube#videoListResponse,aEO_NS7sTYlCFYF1LR4QT-M4gfQ,youtube#video,dd780I_24Z2ho9n_qxX9WYp7VTs,29FdYmGOJ6I,2020-09-28T08:55:46Z,UCq-b0dwW97YRZWgSCikWQRA,Weltwoche Daily 28.09.2020,"Abstimmungssonntag, waren die Berner Behörden vorgewarnt? 
Drohungen aus Brüssel, 
Trumps Geschick. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/29FdYmGOJ6I/default.jpg,120,90,https://i.ytimg.com/vi/29FdYmGOJ6I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/29FdYmGOJ6I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/29FdYmGOJ6I/sddefault.jpg,640,480,https://i.ytimg.com/vi/29FdYmGOJ6I/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,Weltwoche Daily 28.09.2020,"Abstimmungssonntag, waren die Berner Behörden vorgewarnt? 
Drohungen aus Brüssel, 
Trumps Geschick. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,6940,400,12,0,104,1,1,"",""
youtube#playlistItem,LiuPGv-ZRwCdNJyVoO8RZ6hVGUY,8TDqDZcYj94,2020-09-24T10:46:57Z,youtube#videoListResponse,NSYq-PKib7DrKb88nMmYnV0jkXY,youtube#video,U-x99x4Pn2DzUIo2mpfxpDLcneo,8TDqDZcYj94,2020-09-24T10:46:57Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 24.09.2020","Medien als Komplizen der Medien.
Empfindliche Politiker.
Thailands Caligula.
Was positiv ist am Chaos in Weissrussland.

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/8TDqDZcYj94/default.jpg,120,90,https://i.ytimg.com/vi/8TDqDZcYj94/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8TDqDZcYj94/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8TDqDZcYj94/sddefault.jpg,640,480,https://i.ytimg.com/vi/8TDqDZcYj94/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 24.09.2020","Medien als Komplizen der Medien.
Empfindliche Politiker.
Thailands Caligula.
Was positiv ist am Chaos in Weissrussland.

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,7098,392,15,0,97,1,1,"",""
youtube#playlistItem,fcu0H3BViT1vxxJA3j_xTu_WVKA,GEwPVmZk7vY,2020-09-23T09:44:54Z,youtube#videoListResponse,K7FVEFU5IK6WyOSnEzc1YFz0vUg,youtube#video,3zArqNJEAhjPmleEKWUQ4pqICEw,GEwPVmZk7vY,2020-09-23T09:44:54Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 23.09.2020","Illegale Demo, 
Erosion des Rechtsstaats, 
Bundesrichterwahlen, 
UNO und Iran. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/GEwPVmZk7vY/default.jpg,120,90,https://i.ytimg.com/vi/GEwPVmZk7vY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GEwPVmZk7vY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GEwPVmZk7vY/sddefault.jpg,640,480,https://i.ytimg.com/vi/GEwPVmZk7vY/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 23.09.2020","Illegale Demo, 
Erosion des Rechtsstaats, 
Bundesrichterwahlen, 
UNO und Iran. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,5981,382,14,0,74,1,1,"",""
youtube#playlistItem,7VH2a6W2qyF-W9PtHqNIMLL_kIY,hls8QLd6f3Y,2020-09-22T09:04:42Z,youtube#videoListResponse,A_WSZeRBN4SyNAtvI6xkj6x-XPc,youtube#video,Obsk66quQxv2UvBYYh_kophWd_4,hls8QLd6f3Y,2020-09-22T09:04:42Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 22.09.2020","Rechtsstaat am Ende, 
Europa Wirren in der FDP, 
bizarre Geschichte in Nidwalden, 
Trumps Richterwahlen. 
Lichtblick Italien. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/hls8QLd6f3Y/default.jpg,120,90,https://i.ytimg.com/vi/hls8QLd6f3Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hls8QLd6f3Y/hqdefault.jpg,480,360,https://i.ytimg.com/vi/hls8QLd6f3Y/sddefault.jpg,640,480,https://i.ytimg.com/vi/hls8QLd6f3Y/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 22.09.2020","Rechtsstaat am Ende, 
Europa Wirren in der FDP, 
bizarre Geschichte in Nidwalden, 
Trumps Richterwahlen. 
Lichtblick Italien. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,7811,419,8,0,90,1,1,"",""
youtube#playlistItem,sgWu5PNsTb1XNJrFEFMsLJvkoWk,D__wHC_0vo8,2020-09-21T08:45:06Z,youtube#videoListResponse,18-lWUwnaTVKO7cj8CwhSPt3W_o,youtube#video,0CkrjrFGeZqYPIbF9g7f_PWrUzI,D__wHC_0vo8,2020-09-21T08:45:06Z,UCq-b0dwW97YRZWgSCikWQRA,Weltwoche Daily 21.09.2020,"Debatte über Rahmenabkommen neu lanciert, 
SP-Levrat gegen SVP-Bundesrichter, 
zu nette FDP - und SVP, 
Tod von Ruth Bader Ginsburg, 
Lichtblick: Vico Torriani.

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/D__wHC_0vo8/default.jpg,120,90,https://i.ytimg.com/vi/D__wHC_0vo8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/D__wHC_0vo8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/D__wHC_0vo8/sddefault.jpg,640,480,https://i.ytimg.com/vi/D__wHC_0vo8/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,Weltwoche Daily 21.09.2020,"Debatte über Rahmenabkommen neu lanciert, 
SP-Levrat gegen SVP-Bundesrichter, 
zu nette FDP - und SVP, 
Tod von Ruth Bader Ginsburg, 
Lichtblick: Vico Torriani.

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,6033,335,11,0,57,1,1,"",""
youtube#playlistItem,w2sErJ1i3af1cEAb3gxYQeQPDV8,pc0uEbdYnD8,2020-09-17T12:20:54Z,youtube#videoListResponse,NI9vfIm6S2wVsfUwRgjeaMjMVd4,youtube#video,ze8vxQ50TwktGHURCeC2heIp8jo,pc0uEbdYnD8,2020-09-17T12:20:54Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 17.09.2020","Gute Nachricht, 
Cassis zu Unrecht unter Beschuss, 
Grundrechte für Menschenaffen, 
EU hilft den Schleppern, 
Joe Bidens Latino-Problem. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/pc0uEbdYnD8/default.jpg,120,90,https://i.ytimg.com/vi/pc0uEbdYnD8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pc0uEbdYnD8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/pc0uEbdYnD8/sddefault.jpg,640,480,https://i.ytimg.com/vi/pc0uEbdYnD8/maxresdefault.jpg,1280,720,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 17.09.2020","Gute Nachricht, 
Cassis zu Unrecht unter Beschuss, 
Grundrechte für Menschenaffen, 
EU hilft den Schleppern, 
Joe Bidens Latino-Problem. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,6110,319,7,0,84,1,1,"",""
youtube#playlistItem,J-orkvNR7M0AtO1Deaora9x3hSI,8qrNzS5z9kU,2020-09-16T08:34:43Z,youtube#videoListResponse,iK5j6qx9CwCx3IoPP4OhqiFbVjI,youtube#video,POmFOYfUNCtCgeyNPTyoEz_2chY,8qrNzS5z9kU,2020-09-16T08:34:43Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 16.09.2020","Stimmrechtsalter 16, 
Waldbrände, 
Sharon Stone, 
Corona-Problem in der Waadt, 
Trumps Erfolge. 
Olaf Scholz Probleme. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/8qrNzS5z9kU/default.jpg,120,90,https://i.ytimg.com/vi/8qrNzS5z9kU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8qrNzS5z9kU/hqdefault.jpg,480,360,"",,,"",,,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 16.09.2020","Stimmrechtsalter 16, 
Waldbrände, 
Sharon Stone, 
Corona-Problem in der Waadt, 
Trumps Erfolge. 
Olaf Scholz Probleme. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,6862,363,7,0,83,1,1,"",""
youtube#playlistItem,EFTzFw1yl_y0UQXkk53d3iGVJzI,RVDeAgulym0,2020-09-15T09:40:06Z,youtube#videoListResponse,g3N9QszgxGlmhnn9ytk2QJX4zLM,youtube#video,WdfsjJ1vf4ATYTbRM66v_8LdcSA,RVDeAgulym0,2020-09-15T09:40:06Z,UCq-b0dwW97YRZWgSCikWQRA,"Weltwoche Daily, 15.09.2020","Schweden und Corona, 
Echinaforce, 
SVP und Bundesrichter, 
neuer Wind im deutschen Kanzleramt, 
Lichtblick Japan. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",https://i.ytimg.com/vi/RVDeAgulym0/default.jpg,120,90,https://i.ytimg.com/vi/RVDeAgulym0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RVDeAgulym0/hqdefault.jpg,480,360,"",,,"",,,DIE WELTWOCHE (Wochenmagazin),25,none,"Weltwoche Daily, 15.09.2020","Schweden und Corona, 
Echinaforce, 
SVP und Bundesrichter, 
neuer Wind im deutschen Kanzleramt, 
Lichtblick Japan. 

Bei der Weltwoche ist vieles neu. 
Jetzt das Kennenlern-Abo mit 12 für nur Fr. 49.- lösen!
https://www.weltwoche.ch/kennenlernabo 

Weitere Abo-Angebote finden Sie hier:
https://www.weltwoche.ch/abonnemente 

Noch mehr Weltwoche Daily gibt es nach kostenloser Anmeldung hier: 
https://www.weltwoche.ch/daily",processed,public,youtube,TRUE,TRUE,FALSE,9562,459,17,0,100,1,1,"",""
